Date,Open,High,Low,Close,Adj Close,Volume
2019-01-10,103.220001,103.750000,102.379997,103.599998,101.284798,30067600
2019-01-11,103.190002,103.440002,101.639999,102.800003,100.502670,28314200
2019-01-14,101.900002,102.870003,101.260002,102.050003,99.769432,28437100
2019-01-15,102.510002,105.050003,101.879997,105.010002,102.663292,31587600
2019-01-16,105.260002,106.260002,104.959999,105.379997,103.025009,29853900
2019-01-17,105.000000,106.629997,104.760002,106.120003,103.748474,28393000
2019-01-18,107.459999,107.900002,105.910004,107.709999,105.302940,37427600
2019-01-22,106.750000,107.099998,104.860001,105.680000,103.318306,32371300
2019-01-23,106.120003,107.040001,105.339996,106.709999,104.325279,25874300
2019-01-24,106.860001,107.000000,105.339996,106.199997,103.826683,23164800
2019-01-25,107.239998,107.879997,106.199997,107.169998,104.775009,31225600
2019-01-28,106.260002,106.480003,104.660004,105.080002,102.731720,29476700
2019-01-29,104.879997,104.970001,102.169998,102.940002,100.639549,31490500
2019-01-30,104.620003,106.379997,104.330002,106.379997,104.002670,49471900
2019-01-31,103.800003,105.220001,103.180000,104.430000,102.096245,55636400
2019-02-01,103.779999,104.099998,102.349998,102.779999,100.483116,35535700
2019-02-04,102.870003,105.800003,102.769997,105.739998,103.376968,31315100
2019-02-05,106.059998,107.269997,105.959999,107.220001,104.823891,27325400
2019-02-06,107.000000,107.000000,105.529999,106.029999,103.660484,20609800
2019-02-07,105.190002,105.589996,104.290001,105.269997,102.917473,29760700
2019-02-08,104.389999,105.779999,104.260002,105.669998,103.308533,21461100
2019-02-11,106.199997,106.580002,104.970001,105.250000,102.897911,18914100
2019-02-12,106.139999,107.139999,105.480003,106.889999,104.501274,25056600
2019-02-13,107.500000,107.779999,106.709999,106.809998,104.423050,18394900
2019-02-14,106.309998,107.290001,105.660004,106.900002,104.511040,21784700
2019-02-15,107.910004,108.300003,107.360001,108.220001,105.801544,26606900
2019-02-19,107.790001,108.660004,107.779999,108.169998,105.752663,18038500
2019-02-20,107.860001,107.940002,106.290001,107.150002,105.202843,21607700
2019-02-21,106.900002,109.480003,106.870003,109.410004,107.421776,29063200
2019-02-22,110.050003,111.199997,109.820000,110.970001,108.953415,27763200
2019-02-25,111.760002,112.180000,111.260002,111.589996,109.562157,23750600
2019-02-26,111.260002,113.239998,111.169998,112.360001,110.318161,21536700
2019-02-27,111.690002,112.360001,110.879997,112.169998,110.131607,21487100
2019-02-28,112.040001,112.879997,111.730003,112.029999,109.994156,29083900
2019-03-01,112.889999,113.019997,111.669998,112.529999,110.485077,23501200
2019-03-04,113.019997,113.250000,110.800003,112.260002,110.219971,26608000
2019-03-05,112.250000,112.389999,111.230003,111.699997,109.670143,19538300
2019-03-06,111.870003,112.660004,111.430000,111.750000,109.719246,17687000
2019-03-07,111.400002,111.550003,109.870003,110.389999,108.383957,25339000
2019-03-08,109.160004,110.709999,108.800003,110.510002,108.501778,22818400
2019-03-11,110.989998,112.949997,110.980003,112.830002,110.779625,26491600
2019-03-12,112.820000,113.989998,112.650002,113.620003,111.555267,26132700
2019-03-13,114.129997,115.000000,113.779999,114.500000,112.419266,35513800
2019-03-14,114.540001,115.199997,114.330002,114.589996,112.507637,30763400
2019-03-15,115.339996,117.250000,114.589996,115.910004,113.803658,54681100
2019-03-18,116.169998,117.610001,116.050003,117.570000,115.433472,31207600
2019-03-19,118.089996,118.440002,116.989998,117.650002,115.512032,37588700
2019-03-20,117.389999,118.750000,116.709999,117.519997,115.384392,28113300
2019-03-21,117.139999,120.820000,117.089996,120.220001,118.035339,29854400
2019-03-22,119.500000,119.589996,117.040001,117.050003,114.922935,33624500
2019-03-25,116.559998,118.010002,116.320000,117.660004,115.521858,27067100
2019-03-26,118.620003,118.709999,116.849998,117.910004,115.767303,26097700
2019-03-27,117.879997,118.209999,115.519997,116.769997,114.648010,22733400
2019-03-28,117.440002,117.580002,116.129997,116.930000,114.805107,18334800
2019-03-29,118.070000,118.320000,116.959999,117.940002,115.796768,25399800
2019-04-01,118.949997,119.110001,118.099998,119.019997,116.857132,22789100
2019-04-02,119.059998,119.480003,118.519997,119.190002,117.024040,18142300
2019-04-03,119.860001,120.430000,119.150002,119.970001,117.789879,22860700
2019-04-04,120.099998,120.230003,118.379997,119.360001,117.190964,20112800
2019-04-05,119.389999,120.230003,119.370003,119.889999,117.711327,15826200
2019-04-08,119.809998,120.019997,118.639999,119.930000,117.750595,15116200
2019-04-09,118.629997,119.540001,118.580002,119.279999,117.112396,17612000
2019-04-10,119.760002,120.349998,119.540001,120.190002,118.005875,16477200
2019-04-11,120.540001,120.849998,119.919998,120.330002,118.143326,14209100
2019-04-12,120.639999,120.980003,120.370003,120.949997,118.752060,19745100
2019-04-15,120.940002,121.580002,120.570000,121.050003,118.850243,15792600
2019-04-16,121.639999,121.650002,120.099998,120.769997,118.575325,14071800
2019-04-17,121.239998,121.849998,120.540001,121.769997,119.557159,19300900
2019-04-18,122.190002,123.519997,121.300003,123.370003,121.128082,27991000
2019-04-22,122.620003,124.000000,122.570000,123.760002,121.510994,15648700
2019-04-23,124.099998,125.580002,123.830002,125.440002,123.160469,24025500
2019-04-24,125.790001,125.849998,124.519997,125.010002,122.738281,31257000
2019-04-25,130.059998,131.369995,128.830002,129.149994,126.803055,38033900
2019-04-26,129.699997,130.520004,129.020004,129.889999,127.529594,23654900
2019-04-29,129.899994,130.179993,129.350006,129.770004,127.411781,16324200
2019-04-30,129.809998,130.699997,129.389999,130.600006,128.226700,24166500
2019-05-01,130.529999,130.649994,127.699997,127.879997,125.556122,26821700
2019-05-02,127.980003,128.000000,125.519997,126.209999,123.916473,27350200
2019-05-03,127.360001,129.429993,127.250000,128.899994,126.557594,24911100
2019-05-06,126.389999,128.559998,126.110001,128.149994,125.821205,24239800
2019-05-07,126.459999,127.180000,124.220001,125.519997,123.239006,36017700
2019-05-08,125.440002,126.370003,124.750000,125.510002,123.229202,28419000
2019-05-09,124.290001,125.790001,123.570000,125.500000,123.219376,27235800
2019-05-10,124.910004,127.930000,123.820000,127.129997,124.819756,30915100
2019-05-13,124.110001,125.550003,123.040001,123.349998,121.108444,33944900
2019-05-14,123.870003,125.879997,123.699997,124.730003,122.463371,25266300
2019-05-15,124.260002,126.709999,123.699997,126.019997,124.187927,24722700
2019-05-16,126.750000,129.380005,126.459999,128.929993,127.055618,30112200
2019-05-17,128.309998,130.460007,127.919998,128.070007,126.208138,25770500
2019-05-20,126.519997,127.589996,125.760002,126.220001,124.385033,23706900
2019-05-21,127.430000,127.529999,126.580002,126.900002,125.055145,15293300
2019-05-22,126.620003,128.240005,126.519997,127.669998,125.813942,15396500
2019-05-23,126.199997,126.290001,124.739998,126.180000,124.345612,23603800
2019-05-24,126.910004,127.419998,125.970001,126.239998,124.404724,14123400
2019-05-28,126.980003,128.000000,126.050003,126.160004,124.325905,23128400
2019-05-29,125.379997,125.389999,124.040001,124.940002,123.123634,22763100
2019-05-30,125.260002,125.760002,124.779999,125.730003,123.902145,16829600
2019-05-31,124.230003,124.620003,123.320000,123.680000,121.881950,26646800
2019-06-03,123.849998,124.370003,119.010002,119.839996,118.097771,37983600
2019-06-04,121.279999,123.279999,120.650002,123.160004,121.369514,29382600
2019-06-05,124.949997,125.870003,124.209999,125.830002,124.000694,24926100
2019-06-06,126.440002,127.970001,125.599998,127.820000,125.961761,21459000
2019-06-07,129.190002,132.250000,128.259995,131.399994,129.489700,33885600
2019-06-10,132.399994,134.080002,132.000000,132.600006,130.672287,26477100
2019-06-11,133.880005,134.240005,131.279999,132.100006,130.179550,23913700
2019-06-12,131.399994,131.970001,130.710007,131.490005,129.578415,17084700
2019-06-13,131.979996,133.000000,131.559998,132.320007,130.396332,17200800
2019-06-14,132.259995,133.789993,131.639999,132.449997,130.524460,17821700
2019-06-17,132.630005,133.729996,132.529999,132.850006,130.918655,14517800
2019-06-18,134.190002,135.240005,133.570007,135.160004,133.195053,25934500
2019-06-19,135.000000,135.929993,133.809998,135.690002,133.717361,23744400
2019-06-20,137.449997,137.660004,135.720001,136.949997,134.959015,33042600
2019-06-21,136.580002,137.729996,136.460007,136.970001,134.978760,36727900
2019-06-24,137.000000,138.399994,137.000000,137.779999,135.776962,20628800
2019-06-25,137.250000,137.589996,132.729996,133.429993,131.490189,33327400
2019-06-26,134.350006,135.740005,133.600006,133.929993,131.982925,23657700
2019-06-27,134.139999,134.710007,133.509995,134.149994,132.199722,16557500
2019-06-28,134.570007,134.600006,133.160004,133.960007,132.012497,30043000
2019-07-01,136.630005,136.699997,134.970001,135.679993,133.707489,22654200
2019-07-02,136.119995,136.589996,135.339996,136.580002,134.594391,15237800
2019-07-03,136.800003,137.740005,136.289993,137.460007,135.461609,13629300
2019-07-05,135.940002,137.330002,135.720001,137.059998,135.067429,18141100
2019-07-08,136.399994,137.100006,135.369995,136.960007,134.968887,16779700
2019-07-09,136.000000,136.970001,135.800003,136.460007,134.476166,19953100
2019-07-10,137.130005,138.580002,137.020004,137.850006,135.845963,24204400
2019-07-11,138.199997,139.220001,137.869995,138.399994,136.387939,22327900
2019-07-12,138.850006,139.130005,138.009995,138.899994,136.880676,18936800
2019-07-15,139.440002,139.539993,138.460007,138.899994,136.880676,16651500
2019-07-16,138.960007,139.050003,136.520004,137.080002,135.087128,22726100
2019-07-17,137.699997,137.929993,136.220001,136.270004,134.288925,20211000
